image,label,nodule_id,split,image_type
"[[0.10196079 0.28235295 0.44705883 ... 0.50588238 0.49411765 0.52549022]
 [0.07843138 0.2        0.28235295 ... 0.50588238 0.50980395 0.51372552]
 [0.08627451 0.10980392 0.1254902  ... 0.49803922 0.49019608 0.50196081]
 ...
 [0.05098039 0.03921569 0.05882353 ... 0.55686277 0.56078434 0.56470591]
 [0.0627451  0.05490196 0.05098039 ... 0.56078434 0.54901963 0.57647061]
 [0.06666667 0.0627451  0.06666667 ... 0.57254905 0.56862748 0.56470591]]",2.0,230.0,train,original
"[[0.13814683 0.13606346 0.14330147 ... 0.37471753 0.3800002  0.38602701]
 [0.13971515 0.13012137 0.11572077 ... 0.35467774 0.38334092 0.38979027]
 [0.14755219 0.15561406 0.13779928 ... 0.36586124 0.37152326 0.3920981 ]
 ...
 [0.14846179 0.14524649 0.13735154 ... 0.38814104 0.39742693 0.40199777]
 [0.15742883 0.14435485 0.15121455 ... 0.37836707 0.42919448 0.40766406]
 [0.16407679 0.16127479 0.16019587 ... 0.39845315 0.37886474 0.40015766]]",2.0,230.0,train,reconstructed
"[[0.15271047 0.15270197 0.19610953 ... 0.81534463 0.8451768  0.89467615]
 [0.16466814 0.22145835 0.18892093 ... 0.8310585  0.855173   0.8405796 ]
 [0.1654946  0.1897624  0.15359667 ... 0.767265   0.83929455 0.8190911 ]
 ...
 [0.05783981 0.07936408 0.06157085 ... 0.3184675  0.37903863 0.3519479 ]
 [0.07974423 0.04813823 0.07967425 ... 0.33947292 0.31181467 0.30670556]
 [0.06899041 0.0801546  0.06899352 ... 0.2614728  0.31020162 0.3235845 ]]",2.0,230.0,train,augmented
"[[0.01233563 0.00645064 0.00366336 ... 0.00082158 0.00101973 0.00068308]
 [0.01227236 0.00651582 0.00710007 ... 0.0010921  0.00101865 0.00093017]
 [0.00595739 0.00303943 0.00202136 ... 0.00120119 0.00081562 0.00061063]
 ...
 [0.15084109 0.14980528 0.09657981 ... 0.43334332 0.47160363 0.36157644]
 [0.11916297 0.17563419 0.13747458 ... 0.4308522  0.3100373  0.25887254]
 [0.0714732  0.12878771 0.08354375 ... 0.47706512 0.45621502 0.50957566]]",2.0,230.0,train,augmented
"[[0.01967687 0.01102295 0.00674234 ... 0.00239851 0.00279078 0.00192876]
 [0.01955923 0.011149   0.01185045 ... 0.00294748 0.00267256 0.00255706]
 [0.0108866  0.00607381 0.00412507 ... 0.00343552 0.00232425 0.00185292]
 ...
 [0.15665825 0.1527579  0.10791317 ... 0.45639294 0.4784992  0.3914005 ]
 [0.12707052 0.17843267 0.14148414 ... 0.44239905 0.34119618 0.29999217]
 [0.08061657 0.13872461 0.09499458 ... 0.49817574 0.4631099  0.5225653 ]]",2.0,230.0,train,augmented
"[[0.17254902 0.13725491 0.13725491 ... 0.02745098 0.03529412 0.03921569]
 [0.20392157 0.14901961 0.14509805 ... 0.02745098 0.03137255 0.03529412]
 [0.24705882 0.16078432 0.14901961 ... 0.02352941 0.02745098 0.02745098]
 ...
 [0.53333336 0.52549022 0.52156866 ... 0.63921571 0.63137257 0.63137257]
 [0.53333336 0.53725493 0.53725493 ... 0.63137257 0.63137257 0.627451  ]
 [0.53725493 0.5411765  0.53725493 ... 0.62352943 0.62352943 0.62352943]]",4.0,454.0,train,original
"[[0.31567463 0.30605036 0.26376343 ... 0.02474729 0.02370477 0.02721703]
 [0.31905022 0.28622141 0.29038364 ... 0.02836366 0.02134808 0.02826112]
 [0.34054339 0.3116731  0.27377546 ... 0.03014103 0.02036956 0.02147104]
 ...
 [0.37860262 0.36146533 0.37173277 ... 0.34599793 0.33070493 0.37748036]
 [0.34694886 0.38180783 0.39762461 ... 0.34009594 0.35210276 0.34491712]
 [0.36248934 0.34183243 0.37967637 ... 0.40163916 0.34967411 0.34990773]]",4.0,454.0,train,reconstructed
"[[0.37071556 0.33586988 0.33378956 ... 0.37290892 0.3979781  0.43327367]
 [0.3670313  0.4051453  0.32688266 ... 0.38950747 0.37572467 0.35814092]
 [0.38837644 0.37061375 0.3361188  ... 0.30947167 0.34346315 0.3270144 ]
 ...
 [0.20620984 0.29486543 0.18986091 ... 0.20624568 0.2381332  0.20580982]
 [0.2545219  0.20566292 0.22125801 ... 0.2157847  0.22472204 0.21533413]
 [0.19248834 0.24880601 0.21540904 ... 0.1852359  0.20582852 0.2496422 ]]",4.0,454.0,train,augmented
"[[2.1332322e-02 1.2837061e-02 6.9964733e-03 ... 2.9971186e-05
  3.3040757e-05 2.7668279e-05]
 [2.7228970e-02 1.2728520e-02 1.3891780e-02 ... 4.4940680e-05
  3.5780067e-05 3.9745595e-05]
 [1.0589527e-02 4.9810382e-03 4.2918255e-03 ... 3.2395285e-05
  2.9470235e-05 1.4158650e-05]
 ...
 [4.6833691e-01 5.0591141e-01 3.8004628e-01 ... 2.8579515e-01
  3.8476917e-01 2.7574408e-01]
 [4.5609897e-01 5.3781921e-01 5.4219282e-01 ... 3.5756731e-01
  2.2331347e-01 1.6196904e-01]
 [3.2266915e-01 3.7492210e-01 3.3743462e-01 ... 3.6755097e-01
  4.0080264e-01 3.4210694e-01]]",4.0,454.0,train,augmented
"[[3.52077372e-02 2.29009818e-02 1.29258875e-02 ... 8.68995485e-05
  9.06097630e-05 7.81123017e-05]
 [4.30896096e-02 2.24773251e-02 2.32244432e-02 ... 1.20576835e-04
  9.31858158e-05 1.07665830e-04]
 [1.96639597e-02 1.01661449e-02 9.04340670e-03 ... 9.27230358e-05
  8.16515821e-05 4.16963085e-05]
 ...
 [4.71937031e-01 5.00515461e-01 4.01218444e-01 ... 3.12686175e-01
  3.89537513e-01 3.08369309e-01]
 [4.55029696e-01 5.34162104e-01 5.43040454e-01 ... 3.68665874e-01
  2.51293123e-01 1.95397273e-01]
 [3.44710141e-01 3.86343837e-01 3.58271480e-01 ... 3.93591076e-01
  4.07072723e-01 3.54206830e-01]]",4.0,454.0,train,augmented
"[[0.03921569 0.04313726 0.03921569 ... 0.04313726 0.06666667 0.10588235]
 [0.03137255 0.04313726 0.04313726 ... 0.04313726 0.05882353 0.10588235]
 [0.03529412 0.03921569 0.04705882 ... 0.03529412 0.03921569 0.07843138]
 ...
 [0.05882353 0.05882353 0.05098039 ... 0.07450981 0.06666667 0.07450981]
 [0.06666667 0.05882353 0.05490196 ... 0.09019608 0.09411765 0.11764706]
 [0.0627451  0.05098039 0.05098039 ... 0.11372549 0.15294118 0.20392157]]",1.0,2492.0,train,original
"[[0.24504904 0.26947635 0.24515007 ... 0.17232317 0.18632792 0.1748894 ]
 [0.27539265 0.25998479 0.25015208 ... 0.18706289 0.18208802 0.16954964]
 [0.26063016 0.24069694 0.25969642 ... 0.16633025 0.17183353 0.18026902]
 ...
 [0.11849784 0.11374818 0.104696   ... 0.08950084 0.09256433 0.1029852 ]
 [0.11921741 0.10938205 0.10781661 ... 0.08054525 0.10191682 0.10245703]
 [0.1225571  0.11250539 0.11624572 ... 0.08523403 0.09665097 0.10495005]]",1.0,2492.0,train,reconstructed
"[[0.25148255 0.24355777 0.21557562 ... 0.7241283  0.7709706  0.77600265]
 [0.2651643  0.3058762  0.3424536  ... 0.7665975  0.7634534  0.7376497 ]
 [0.26380056 0.23096108 0.24409875 ... 0.6514572  0.71356755 0.70604783]
 ...
 [0.05030036 0.06942881 0.05697676 ... 0.07128069 0.07541965 0.08103285]
 [0.05522013 0.04059926 0.07053926 ... 0.04824226 0.06293975 0.05444001]
 [0.05665246 0.05768763 0.04661867 ... 0.06663945 0.05536671 0.08265185]]",1.0,2492.0,train,augmented
"[[1.30831907e-02 9.44655109e-03 8.32661148e-03 ... 1.99956819e-04
  2.40953756e-04 2.14110347e-04]
 [1.43212918e-02 9.34716500e-03 8.67024157e-03 ... 2.42599417e-04
  3.02373752e-04 2.48602417e-04]
 [8.14414117e-03 4.92841611e-03 3.42839328e-03 ... 2.29261306e-04
  2.06786906e-04 1.55133326e-04]
 ...
 [1.85485244e-01 1.55697331e-01 9.94826928e-02 ... 7.36763403e-02
  1.13097034e-01 9.07714367e-02]
 [1.46461800e-01 1.81497782e-01 1.50450826e-01 ... 1.16838016e-01
  7.36551508e-02 7.54686445e-02]
 [8.97685140e-02 1.48114532e-01 1.08014181e-01 ... 8.27069804e-02
  1.05724581e-01 1.26246721e-01]]",1.0,2492.0,train,augmented
"[[0.02123579 0.01705591 0.01541351 ... 0.00058419 0.00067707 0.00060011]
 [0.02340274 0.01611027 0.01512286 ... 0.00067084 0.000822   0.00068348]
 [0.01500516 0.00995994 0.00720146 ... 0.00065551 0.00058905 0.0004663 ]
 ...
 [0.19060302 0.16065294 0.11194096 ... 0.08189798 0.11449727 0.10043798]
 [0.15589125 0.1827419  0.15533067 ... 0.11736017 0.08400034 0.089334  ]
 [0.10141382 0.15866584 0.11990457 ... 0.09089874 0.10981408 0.12874229]]",1.0,2492.0,train,augmented
"[[0.03529412 0.03529412 0.03529412 ... 0.03529412 0.04313726 0.03529412]
 [0.03921569 0.04313726 0.03529412 ... 0.03137255 0.03921569 0.03921569]
 [0.03137255 0.03921569 0.03921569 ... 0.03529412 0.03529412 0.03137255]
 ...
 [0.58431375 0.57647061 0.56862748 ... 0.32549021 0.32549021 0.32156864]
 [0.73333335 0.72941178 0.72941178 ... 0.32941177 0.33725491 0.32941177]
 [0.64705884 0.66274512 0.66666669 ... 0.32549021 0.32549021 0.32156864]]",1.0,1149.0,train,original
"[[0.12114408 0.12224896 0.12353052 ... 0.06377751 0.06870456 0.07057136]
 [0.13405071 0.11469556 0.1109192  ... 0.05537906 0.06132905 0.06624142]
 [0.12437216 0.108275   0.10753448 ... 0.06109153 0.06161246 0.06510726]
 ...
 [0.36992544 0.38050404 0.35303494 ... 0.4936941  0.5020591  0.50227237]
 [0.36680233 0.38281149 0.37928328 ... 0.50216293 0.49436122 0.4939577 ]
 [0.34043166 0.35161775 0.35546595 ... 0.51433104 0.52029586 0.50689346]]",1.0,1149.0,train,reconstructed
"[[0.17887951 0.14924209 0.13462937 ... 0.5653853  0.6024153  0.6572401 ]
 [0.16684164 0.21683325 0.21870023 ... 0.6196604  0.57438123 0.5944568 ]
 [0.1681177  0.16179234 0.13217448 ... 0.5218281  0.5946378  0.59907144]
 ...
 [0.1956635  0.2126295  0.19651787 ... 0.35458675 0.38959137 0.36311075]
 [0.18379192 0.13808686 0.22796296 ... 0.29993513 0.3389451  0.296625  ]
 [0.19150609 0.18969457 0.18878412 ... 0.34556895 0.32406718 0.35016328]]",1.0,1149.0,train,augmented
"[[5.1032114e-03 3.9235223e-03 2.8545936e-03 ... 7.6272263e-05
  9.2376627e-05 6.9491878e-05]
 [6.0972390e-03 3.3977181e-03 2.9843850e-03 ... 7.7660647e-05
  1.0844439e-04 8.4487438e-05]
 [3.2055734e-03 1.6664974e-03 1.0714143e-03 ... 6.3831816e-05
  5.8983744e-05 5.1592495e-05]
 ...
 [3.2489064e-01 3.4871051e-01 2.2402516e-01 ... 3.8651189e-01
  5.1914459e-01 3.5586554e-01]
 [2.8786373e-01 4.1582304e-01 3.4245846e-01 ... 5.2547914e-01
  2.7273521e-01 2.6778781e-01]
 [1.7913525e-01 2.9840437e-01 2.0430692e-01 ... 4.1999185e-01
  4.8847896e-01 5.1537055e-01]]",1.0,1149.0,train,augmented
"[[8.4588667e-03 7.0092003e-03 5.4086000e-03 ... 2.2175083e-04
  2.5464804e-04 1.9760718e-04]
 [1.0292249e-02 6.1018784e-03 5.3413045e-03 ... 2.1364336e-04
  2.9015835e-04 2.2993141e-04]
 [6.0706129e-03 3.4301453e-03 2.2923474e-03 ... 1.8394832e-04
  1.6985572e-04 1.5524491e-04]
 ...
 [3.3064249e-01 3.5826993e-01 2.4931654e-01 ... 4.1611212e-01
  5.2403879e-01 3.8800058e-01]
 [3.0049008e-01 4.1751167e-01 3.5863847e-01 ... 5.3428125e-01
  3.0570203e-01 3.1151333e-01]
 [1.9913723e-01 3.1401491e-01 2.2428852e-01 ... 4.5289657e-01
  5.0510365e-01 5.2700454e-01]]",1.0,1149.0,train,augmented
"[[0.09411765 0.09411765 0.13333334 ... 0.40392157 0.36078432 0.39215687]
 [0.0627451  0.07843138 0.09019608 ... 0.39607844 0.40784314 0.4627451 ]
 [0.03137255 0.02352941 0.07843138 ... 0.39607844 0.36078432 0.33333334]
 ...
 [0.03921569 0.07058824 0.04705882 ... 0.         0.05882353 0.41960785]
 [0.03137255 0.01176471 0.02352941 ... 0.05490196 0.08235294 0.32941177]
 [0.03529412 0.01960784 0.04705882 ... 0.05098039 0.         0.26274511]]",5.0,688.0,train,original
"[[0.18510321 0.1888862  0.18424137 ... 0.50956953 0.47770998 0.49352831]
 [0.1803301  0.19219251 0.17656052 ... 0.51193297 0.50942534 0.51112151]
 [0.20123434 0.17779936 0.17962435 ... 0.51009023 0.50083023 0.51562005]
 ...
 [0.07923843 0.08919026 0.07557613 ... 0.16403204 0.1505665  0.1779201 ]
 [0.08895671 0.0861802  0.07520589 ... 0.15170513 0.16557841 0.18939474]
 [0.09959342 0.08767337 0.07701743 ... 0.16320086 0.17575988 0.17201431]]",5.0,688.0,train,reconstructed
"[[0.19256368 0.19314581 0.24976891 ... 0.88428575 0.9100245  0.90354836]
 [0.22432631 0.25175735 0.25106716 ... 0.90462935 0.90589154 0.90309167]
 [0.2040392  0.21026276 0.21642567 ... 0.82542235 0.89094347 0.8651281 ]
 ...
 [0.04149513 0.05928382 0.04396876 ... 0.12129167 0.12313213 0.13640052]
 [0.05009449 0.04053272 0.0613187  ... 0.11408301 0.08673754 0.10054348]
 [0.05023499 0.05379137 0.03723568 ... 0.09674681 0.09385568 0.13148238]]",5.0,688.0,train,augmented
"[[0.01300788 0.0076142  0.00507467 ... 0.00189804 0.00184419 0.00161153]
 [0.01392389 0.00828107 0.00693509 ... 0.00249135 0.00237883 0.00206243]
 [0.00694891 0.00338838 0.00238585 ... 0.00262559 0.00228969 0.00137662]
 ...
 [0.15193442 0.1413628  0.07896468 ... 0.08472303 0.12472075 0.08534805]
 [0.11854352 0.12531608 0.11714132 ... 0.10992192 0.08720306 0.06420028]
 [0.08343317 0.12138466 0.09214102 ... 0.10475948 0.12347606 0.14363483]]",5.0,688.0,train,augmented
"[[0.02078224 0.01332234 0.00951516 ... 0.00548477 0.00509402 0.00450205]
 [0.02217306 0.01411371 0.01186113 ... 0.00683314 0.00635497 0.0056915 ]
 [0.01273102 0.00680965 0.00498821 ... 0.00715576 0.00645309 0.00412199]
 ...
 [0.15503772 0.14310247 0.0864359  ... 0.09400962 0.12777014 0.0954674 ]
 [0.12406661 0.12486853 0.11497433 ... 0.11333024 0.10017575 0.07856505]
 [0.09319235 0.12681824 0.09942446 ... 0.11548411 0.13116947 0.14727177]]",5.0,688.0,train,augmented
"[[0.04313726 0.03529412 0.02745098 ... 0.4509804  0.46666667 0.4627451 ]
 [0.04705882 0.03137255 0.02745098 ... 0.44313726 0.44313726 0.4509804 ]
 [0.04313726 0.05098039 0.05490196 ... 0.43529412 0.44313726 0.4509804 ]
 ...
 [0.05882353 0.05098039 0.04705882 ... 0.43137255 0.43137255 0.4627451 ]
 [0.03921569 0.04705882 0.04705882 ... 0.44313726 0.45490196 0.47843137]
 [0.04313726 0.04313726 0.05098039 ... 0.45490196 0.4627451  0.45490196]]",5.0,586.0,train,original
"[[0.10851257 0.08899439 0.08833393 ... 0.44175041 0.42606673 0.44014382]
 [0.09948519 0.09642342 0.08725927 ... 0.45067412 0.45142826 0.45525733]
 [0.08933751 0.08091346 0.08071785 ... 0.47781521 0.47015157 0.45700577]
 ...
 [0.06560753 0.05572427 0.05503773 ... 0.47846887 0.48075712 0.47149378]
 [0.06635965 0.056405   0.0555902  ... 0.48578206 0.48557696 0.49364778]
 [0.07385789 0.07054892 0.06266    ... 0.50627065 0.51380074 0.51677358]]",5.0,586.0,train,reconstructed
"[[0.14835499 0.16781947 0.19489509 ... 0.8653118  0.8750173  0.9022917 ]
 [0.16095276 0.19665004 0.17870307 ... 0.8892313  0.880944   0.8800215 ]
 [0.15591176 0.15656255 0.14668691 ... 0.8211756  0.8758363  0.8414111 ]
 ...
 [0.03722714 0.04450656 0.04052724 ... 0.38215828 0.38014886 0.4251632 ]
 [0.04810215 0.03245799 0.05394424 ... 0.3911123  0.30215284 0.35884404]
 [0.04862477 0.04820809 0.04057689 ... 0.33495554 0.36365992 0.36607012]]",5.0,586.0,train,augmented
"[[0.00595928 0.0029588  0.00182252 ... 0.00179819 0.00180973 0.00137289]
 [0.00620968 0.0032255  0.00310681 ... 0.00236946 0.00241182 0.00192886]
 [0.0030553  0.00114956 0.00074794 ... 0.0023572  0.00216169 0.00134092]
 ...
 [0.10620151 0.08029545 0.04211849 ... 0.28012165 0.39392984 0.23147476]
 [0.07179914 0.09946575 0.06671269 ... 0.3686978  0.23184186 0.1879478 ]
 [0.0398556  0.08186052 0.04261126 ... 0.35091385 0.36408496 0.4556436 ]]",5.0,586.0,train,augmented
"[[0.00946616 0.0051664  0.00335951 ... 0.00520193 0.00499082 0.00391166]
 [0.00997994 0.00549481 0.00526427 ... 0.00649872 0.00634826 0.00523689]
 [0.00558497 0.00228726 0.00155066 ... 0.00661561 0.00617548 0.00402787]
 ...
 [0.10815818 0.08141243 0.04647003 ... 0.30654296 0.40248674 0.25976223]
 [0.07486808 0.09721514 0.066441   ... 0.3830829  0.26609597 0.22750151]
 [0.04443362 0.08623878 0.04694251 ... 0.37828878 0.38338766 0.46917108]]",5.0,586.0,train,augmented
"[[0.80784315 0.78431374 0.75686276 ... 0.4627451  0.45882353 0.42745098]
 [0.79215688 0.7647059  0.7764706  ... 0.21568628 0.21960784 0.20392157]
 [0.7764706  0.7764706  0.80392158 ... 0.08235294 0.08627451 0.09411765]
 ...
 [0.15294118 0.15294118 0.12156863 ... 0.04313726 0.02352941 0.01568628]
 [0.14901961 0.13333334 0.10196079 ... 0.05098039 0.03529412 0.03529412]
 [0.13333334 0.09803922 0.08235294 ... 0.05098039 0.05098039 0.0627451 ]]",2.0,2625.0,train,original
"[[0.84432203 0.82266766 0.86411154 ... 0.47936109 0.4442839  0.45872054]
 [0.8468346  0.85587168 0.87061566 ... 0.43743533 0.41433024 0.40441972]
 [0.84731627 0.84045172 0.86770272 ... 0.42553943 0.43881124 0.40932459]
 ...
 [0.08679356 0.07739625 0.06833752 ... 0.16140953 0.19428606 0.21853957]
 [0.08583265 0.05775737 0.06871672 ... 0.15862225 0.20498107 0.19971444]
 [0.09130793 0.07344721 0.08107742 ... 0.1797398  0.18311949 0.21476461]]",2.0,2625.0,train,reconstructed
"[[0.78831285 0.83299905 0.84410846 ... 0.85101104 0.857697   0.8538955 ]
 [0.8553759  0.8653308  0.87106496 ... 0.8461783  0.8455993  0.8108111 ]
 [0.84652436 0.814878   0.8374231  ... 0.74510133 0.8247357  0.76484215]
 ...
 [0.02901594 0.04770537 0.03372533 ... 0.0932492  0.12078354 0.13084348]
 [0.04170043 0.01978182 0.0432681  ... 0.07581477 0.09828031 0.07101751]
 [0.04046237 0.03999838 0.03334331 ... 0.10064665 0.09470167 0.13431436]]",2.0,2625.0,train,augmented
"[[0.3053758  0.20220622 0.24827878 ... 0.00138918 0.00193913 0.00160936]
 [0.2570228  0.2841879  0.28591463 ... 0.00217094 0.00201772 0.00235967]
 [0.21393499 0.15817294 0.12099954 ... 0.00168963 0.00145304 0.00107773]
 ...
 [0.15989785 0.12131413 0.06600653 ... 0.19888167 0.25425005 0.20407204]
 [0.13328005 0.17938827 0.10350232 ... 0.28413913 0.18990472 0.22807938]
 [0.07131087 0.11090904 0.05956822 ... 0.19258912 0.23302978 0.27796534]]",2.0,2625.0,train,augmented
"[[0.41695166 0.30880663 0.38095093 ... 0.00424807 0.00558223 0.00450768]
 [0.3620096  0.40344906 0.41461965 ... 0.00589833 0.00563926 0.00660956]
 [0.33817968 0.26621652 0.23023388 ... 0.00491416 0.00427625 0.00348344]
 ...
 [0.15142746 0.12205321 0.06890067 ... 0.20836914 0.2642003  0.22125861]
 [0.13070644 0.1658296  0.10183625 ... 0.28248724 0.20789714 0.26147753]
 [0.07809969 0.11015258 0.0651743  ... 0.20723428 0.2439584  0.28314543]]",2.0,2625.0,train,augmented
"[[0.58039218 0.57254905 0.57647061 ... 0.11372549 0.07450981 0.03921569]
 [0.58039218 0.59215689 0.59607846 ... 0.08235294 0.05098039 0.03529412]
 [0.58039218 0.58039218 0.58039218 ... 0.04313726 0.03529412 0.03529412]
 ...
 [0.50980395 0.51372552 0.50980395 ... 0.47450981 0.47843137 0.48235294]
 [0.49411765 0.50588238 0.50588238 ... 0.4627451  0.45490196 0.44313726]
 [0.48235294 0.50196081 0.50588238 ... 0.4627451  0.45882353 0.44705883]]",2.0,1289.0,train,original
"[[0.53401095 0.54534745 0.49391094 ... 0.04377836 0.04490359 0.04757372]
 [0.5211435  0.52340251 0.53147274 ... 0.04796257 0.04238543 0.05349473]
 [0.56540751 0.51982999 0.53036946 ... 0.04954414 0.04231916 0.04475079]
 ...
 [0.37006611 0.37649485 0.34874168 ... 0.3270928  0.31684774 0.36536625]
 [0.34907734 0.38239762 0.37350798 ... 0.33110625 0.34945089 0.35793301]
 [0.37966594 0.32718059 0.35904819 ... 0.36385435 0.36065465 0.34641615]]",2.0,1289.0,train,reconstructed
"[[0.57044256 0.57635725 0.55987984 ... 0.42093992 0.44569966 0.47558156]
 [0.59088427 0.6294768  0.55563205 ... 0.45013544 0.44609824 0.40820244]
 [0.6146129  0.56464446 0.5737254  ... 0.34874907 0.40319023 0.3696498 ]
 ...
 [0.17338847 0.28189176 0.1717955  ... 0.16896418 0.21514504 0.19448084]
 [0.2289713  0.17057084 0.19858061 ... 0.17709902 0.20001759 0.18445116]
 [0.17427245 0.21179686 0.18067597 ... 0.17562822 0.18836877 0.22458914]]",2.0,1289.0,train,augmented
"[[7.0258327e-02 4.0626720e-02 2.7144119e-02 ... 6.0157527e-05
  7.1557544e-05 6.0899398e-05]
 [7.8766979e-02 4.7079556e-02 5.0283656e-02 ... 9.4039387e-05
  7.5420838e-05 8.7830711e-05]
 [3.3741806e-02 1.7506193e-02 1.5853878e-02 ... 6.8450339e-05
  6.3808446e-05 3.1481672e-05]
 ...
 [4.8391044e-01 4.9356401e-01 3.5592908e-01 ... 2.8707334e-01
  3.7825221e-01 2.9442960e-01]
 [4.5927703e-01 5.5217469e-01 5.2616334e-01 ... 3.8270971e-01
  2.4027622e-01 1.8731421e-01]
 [3.2908946e-01 3.7771806e-01 3.0784801e-01 ... 3.5940725e-01
  3.9728239e-01 3.6966607e-01]]",2.0,1289.0,train,augmented
"[[1.11127406e-01 7.12236688e-02 4.97347862e-02 ... 1.72012660e-04
  1.95851462e-04 1.68912025e-04]
 [1.22296505e-01 8.00593793e-02 8.32188800e-02 ... 2.53535574e-04
  1.98493799e-04 2.39428744e-04]
 [6.08577728e-02 3.48869301e-02 3.28586772e-02 ... 1.96169189e-04
  1.78092916e-04 9.26491412e-05]
 ...
 [4.86542791e-01 4.94522095e-01 3.78727406e-01 ... 3.11347961e-01
  3.82405370e-01 3.23468953e-01]
 [4.63871300e-01 5.52502513e-01 5.33193409e-01 ... 3.93077612e-01
  2.70267755e-01 2.19951138e-01]
 [3.54999781e-01 3.88827652e-01 3.28294367e-01 ... 3.84097159e-01
  4.05724525e-01 3.79084706e-01]]",2.0,1289.0,train,augmented
"[[0.50980395 0.50980395 0.49803922 ... 0.07058824 0.05490196 0.05098039]
 [0.52549022 0.50196081 0.48235294 ... 0.07058824 0.08235294 0.09411765]
 [0.53725493 0.50196081 0.47450981 ... 0.07843138 0.15294118 0.20392157]
 ...
 [0.48627451 0.47843137 0.47058824 ... 0.06666667 0.05098039 0.05490196]
 [0.4627451  0.47450981 0.48627451 ... 0.07058824 0.03921569 0.03529412]
 [0.45882353 0.45490196 0.47843137 ... 0.04705882 0.04313726 0.04705882]]",2.0,881.0,train,original
"[[0.45890975 0.4480266  0.43222514 ... 0.07925812 0.07780701 0.07831348]
 [0.45684391 0.43792227 0.44609168 ... 0.07843805 0.07128075 0.08105347]
 [0.46284151 0.44037998 0.44591564 ... 0.08113378 0.07532714 0.069718  ]
 ...
 [0.48150572 0.4824025  0.49201462 ... 0.06460336 0.06599115 0.06941698]
 [0.48177642 0.49420825 0.48885915 ... 0.06899151 0.07400306 0.06975099]
 [0.48952454 0.49604893 0.50847524 ... 0.06875622 0.0687767  0.07002673]]",2.0,881.0,train,reconstructed
"[[0.48019484 0.43748596 0.44767436 ... 0.5855143  0.6772384  0.5851402 ]
 [0.489663   0.4689037  0.542849   ... 0.61471254 0.604122   0.59300935]
 [0.48169696 0.42391425 0.44344676 ... 0.5171602  0.5601554  0.54836494]
 ...
 [0.22769144 0.31450635 0.24212186 ... 0.0574709  0.05213856 0.04825792]
 [0.23418543 0.24833755 0.26651865 ... 0.04370395 0.04368888 0.03847699]
 [0.19941716 0.29608303 0.18661727 ... 0.04814396 0.03727268 0.06582372]]",2.0,881.0,train,augmented
"[[2.44006366e-02 1.89433079e-02 1.48437833e-02 ... 9.39479651e-05
  1.10232846e-04 1.21742785e-04]
 [3.39993536e-02 1.96114331e-02 1.97092444e-02 ... 1.27667605e-04
  1.45479484e-04 1.31387613e-04]
 [1.61036532e-02 8.72682314e-03 6.65333867e-03 ... 1.01590012e-04
  1.16064017e-04 6.37530393e-05]
 ...
 [5.62048733e-01 5.52172124e-01 4.19507772e-01 ... 5.00904955e-02
  9.61705595e-02 6.60918057e-02]
 [5.63103378e-01 5.33057988e-01 5.76827049e-01 ... 9.12357420e-02
  5.49200736e-02 4.44244780e-02]
 [4.12123561e-01 5.01446843e-01 4.58846807e-01 ... 6.93364292e-02
  1.02368116e-01 8.39624181e-02]]",2.0,881.0,train,augmented
"[[4.0391009e-02 3.3547856e-02 2.7602656e-02 ... 2.6826892e-04
  3.0729480e-04 3.3720618e-04]
 [5.5150256e-02 3.4562964e-02 3.4272179e-02 ... 3.4591623e-04
  3.8676665e-04 3.6029969e-04]
 [2.9777268e-02 1.7606717e-02 1.4067906e-02 ... 2.8742707e-04
  3.2658051e-04 1.8941051e-04]
 ...
 [5.6758803e-01 5.6153619e-01 4.5231506e-01 ... 5.5729579e-02
  9.8853506e-02 7.3346913e-02]
 [5.7664204e-01 5.3924346e-01 5.8918625e-01 ... 9.3421504e-02
  6.2689893e-02 5.2630533e-02]
 [4.4440970e-01 5.2095628e-01 4.9016625e-01 ... 7.6597132e-02
  1.0543488e-01 8.6233839e-02]]",2.0,881.0,train,augmented
"[[0.02352941 0.02745098 0.01960784 ... 0.42745098 0.44705883 0.45882353]
 [0.01176471 0.01960784 0.03137255 ... 0.42745098 0.44705883 0.44705883]
 [0.02352941 0.02352941 0.03529412 ... 0.43529412 0.4509804  0.43921569]
 ...
 [0.80000001 0.83529413 0.8509804  ... 0.43529412 0.43529412 0.42745098]
 [0.87450981 0.8392157  0.77254903 ... 0.42352942 0.43137255 0.43529412]
 [0.6901961  0.63529414 0.56078434 ... 0.42745098 0.42745098 0.43529412]]",2.0,391.0,train,original
"[[0.06099317 0.05873919 0.05686649 ... 0.49114263 0.48960859 0.49007261]
 [0.06079048 0.07058765 0.05580337 ... 0.47170743 0.50257313 0.50595343]
 [0.05473524 0.06560409 0.0534892  ... 0.4666104  0.5047062  0.53359801]
 ...
 [0.35594967 0.35138905 0.35552078 ... 0.45713517 0.47506249 0.47863168]
 [0.36432323 0.36162263 0.34757695 ... 0.49429056 0.45875162 0.48530626]
 [0.35629475 0.38563192 0.37678295 ... 0.45186403 0.44257388 0.47937477]]",2.0,391.0,train,reconstructed
